EntryOrder,proofed?,check date,TrapNights,CounterChange,Month,time,checker,station, trap status, bait type, bait condition, co2 cartridge present, counter present, counter number, test fire, counter status, excluder present,number bodies,maintenance,lateral distance,height,(New) Trap ID,trap status,test fire,co2 status,counter present,counter status,counter number,bait type,bait condition,excluder present,Old Trap ID,TKO,notes,Black Rat,Poly Rat,Rat Spp,Mouse,Rodent Spp,All Rat,All Rodent,proofed,proofed by,proof date
1272,JMH,3/24/2020,126,7,3,14:25,TAW,B14,Open,choc,Old,Yes,Yes,8,Fail,Working,No,4,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,4,,0,4,TRUE,,
538,JMH,4/23/2019,0,#N/A,4,12:08,DJM,B15,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
268,JMH,7/7/2019,75,0,7,11:52,JMH,B15,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,High,,Open,Pass,Old,Yes,New,4,choc,Old,No,New counter,,,,,,,,0,0,TRUE,,
87,JMH,11/19/2019,135,1,11,15:35,AED,B15,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1265,JMH,3/24/2020,126,1,3,12:45,TAW,B15,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
531,JMH,4/24/2019,0,#N/A,4,13:38,KSL,B99,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,A-B99 on JMH gps,,,,,,,,0,0,TRUE,,
184,JMH,7/4/2019,71,0,7,13:10,ADJ,B99,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
71,JMH,11/19/2019,138,0,11,11:10,AED,B99,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,High,PUAI306,Open,Pass,New,Yes,Working,1,choc,New,No,SN02824,,,,,,,,0,0,TRUE,,
1095,JMH,4/7/2020,140,0,4,11:15,KSW,B99,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
485,JMH,4/24/2019,0,#N/A,4,13:23,JMH,C00,Open,choc,Old,Yes,Yes,2,Pass,Broken,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,Counter at 2 on arrival but reset itself to 0 when test fired.,,,,,,,,0,0,TRUE,,
290,JMH,7/4/2019,71,0,7,12:49,JMH,C00,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
69,JMH,11/19/2019,138,0,11,10:40,AED,C00,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,High,PUAI329,Open,Pass,New,Yes,Working,1,choc,New,No,SN02509,,,,,,,,0,0,TRUE,,
1094,JMH,4/7/2020,140,5,4,10:30,KSW,C00,Open,choc,Old,Yes,Yes,6,Pass,Working,No,1,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,"Working but ""slow"", counter replaced",,,1,,,1,1,TRUE,,
296,JMH,7/4/2019,0,#N/A,7,12:42,JMH,C01,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,"SN74231, 13cm",,,,,,0,0,TRUE,,
70,JMH,11/19/2019,138,1,11,10:56,AED,C01,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,1 MOUSE,,,,1,,0,1,TRUE,,
566,JMH,4/24/2019,0,#N/A,4,14:55,DJM,C02,Open,choc,Old,Yes,Yes,6,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
295,JMH,7/4/2019,71,0,7,12:36,JMH,C02,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
8,JMH,11/19/2019,138,0,11,11:28,EAB,C02,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,PUAI317,Open,Pass,New,Yes,Working,1,choc,New,No,SN20976,,"Old SN20976, New SN151098. Added track tunnel. ",,,,,,0,0,TRUE,,
1186,JMH,3/23/2020,125,1,3,14:12,KDS,C02,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,1,,0,1,TRUE,,
565,JMH,4/24/2019,0,#N/A,4,14:38,DJM,C03,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
294,JMH,7/4/2019,71,0,7,12:00,JMH,C03,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
7,JMH,11/19/2019,138,0,11,11:06,EAB,C03,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,,,,,,0,0,TRUE,,
1185,JMH,3/23/2020,125,2,3,13:53,KDS,C03,Open,choc,Old,Yes,Yes,4,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,no C02 left in canister at arrival,,,,,,0,0,TRUE,,
524,JMH,4/23/2019,0,#N/A,4,17:21,KSL,C04,Open,choc,Old,Yes,Yes,6,Pass,Low batt,No,0,,,High,,Open,Pass,New,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
287,JMH,7/4/2019,72,1,7,12:08,JMH,C04,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,5,choc,Old,No,,,,,,,,,0,0,TRUE,,
12,JMH,11/19/2019,138,0,11,13:29,EAB,C04,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
521,JMH,4/23/2019,0,#N/A,4,16:35,KSL,C06,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
389,JMH,7/4/2019,72,0,7,13:04,LAM,C06,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
15,JMH,11/19/2019,138,#VALUE!,11,14:27,EAB,C06,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,0,,,Low,,Open,Pass,New,Yes,New,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1192,JMH,3/24/2020,126,0,3,13:50,KDS,C06,Open,choc,Old,Yes,Yes,1,Pass,Broken,No,1,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,,,,1,,,1,1,TRUE,,
520,JMH,4/23/2019,0,#N/A,4,16:23,KSL,C07,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
388,JMH,7/4/2019,72,0,7,12:55,LAM,C07,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
16,JMH,11/19/2019,138,1,11,14:45,EAB,C07,Open,choc,Old,Yes,Yes,3,Pass,Low batt,No,0,,,Low,,Open,Pass,New,Yes,Low batt,2,choc,New,No,,,Counter not replaced because didn't have one one hand,,,,,,0,0,TRUE,,
1191,JMH,3/24/2020,126,0,3,13:34,KDS,C07,Open,choc,Old,Yes,Yes,2,Fail,Low batt,No,0,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,CO2 empty at arrival- generic. SN 73971,,,,,,0,0,TRUE,,
518,JMH,4/23/2019,0,#N/A,4,15:58,KSL,C08,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
387,JMH,7/4/2019,72,1,7,12:44,LAM,C08,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
148,JMH,11/19/2019,138,1,11,15:59,EAB,C08,Open,choc,Old,Yes,Yes,4,Pass,Low batt,No,0,,,Low,,Open,Pass,New,Yes,Low batt,1,choc,New,No,,,Needs new counter,,,,,,0,0,TRUE,,
1190,JMH,3/24/2020,126,0,3,13:16,KDS,C08,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,,,,,,,0,0,TRUE,,
517,JMH,4/23/2019,0,#N/A,4,15:53,KSL,C09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
386,JMH,7/4/2019,72,0,7,12:36,LAM,C09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
149,JMH,11/19/2019,138,0,11,16:08,EAB,C09,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1189,JMH,3/24/2020,126,0,3,13:03,KDS,C09,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,CO2 empty. SN 73968 David H____?,,,,,,0,0,TRUE,,
516,JMH,4/23/2019,0,#N/A,4,15:35,KSL,C10,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
385,JMH,7/4/2019,72,0,7,12:28,LAM,C10,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
150,JMH,11/19/2019,138,0,11,16:16,EAB,C10,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1188,JMH,3/24/2020,126,0,3,12:52,KDS,C10,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,"SN 74267. CO2 empty, generic CO2.",,,,,,0,0,TRUE,,
515,JMH,4/23/2019,0,#N/A,4,15:28,KSL,C11,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
384,JMH,7/4/2019,72,1,7,12:18,LAM,C11,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,Old,Yes,Working,3,choc,New,No,"1 rat spp, puddle of fur",,,,,1,,,1,1,TRUE,,
151,JMH,11/19/2019,138,0,11,16:25,EAB,C11,Open,choc,Old,Yes,Yes,3,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,1 black rat,1,,,,,1,1,TRUE,,
1187,JMH,3/24/2020,126,4,3,12:38,KDS,C11,Open,choc,Old,Yes,Yes,6,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,1,,,,,1,1,TRUE,,
513,JMH,4/23/2019,0,#N/A,4,15:05,KSL,C12,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
383,JMH,7/4/2019,72,0,7,12:08,LAM,C12,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
152,JMH,11/19/2019,138,0,11,16:34,EAB,C12,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1005,JMH,3/21/2020,123,#VALUE!,3,14:42,BBT,C12,Open,choc,Old,Yes,Yes,NA,Fail,Broken,No,0,,,High,,Open,Pass,New,No,NA,NA,choc,New,No,,,Counter broken on arrival. Collected.,,,,,,0,0,TRUE,,
512,JMH,4/23/2019,0,#N/A,4,14:56,KSL,C13,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
382,JMH,7/4/2019,72,#VALUE!,7,11:58,LAM,C13,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,0,,,Low,,Open,Pass,Old,Yes,Working,1,choc,Old,No,,,"Arrival counter actually 0, so CC negative, so changed to NA and Broken",,,,,,0,0,TRUE,,
153,JMH,11/19/2019,138,1,11,16:42,EAB,C13,Open,choc,Old,Yes,Yes,2,Pass,Low batt,No,0,,,Low,,Open,Pass,New,Yes,Low batt,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1255,JMH,3/21/2020,123,1,3,,TAW,C13,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
511,JMH,4/23/2019,0,#N/A,4,14:50,KSL,C14,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,Old,Yes,Working,2,choc,Old,No,"new-ish  trap, not dirty at all",,,,,,,,0,0,TRUE,,
381,JMH,7/4/2019,72,0,7,11:51,LAM,C14,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
154,JMH,11/19/2019,138,2,11,16:50,EAB,C14,Open,choc,Old,Yes,Yes,5,Pass,Low batt,No,2,,,Low,,Open,Pass,New,Yes,Low batt,2,choc,New,No,,,2 mice,,,,2,,0,2,TRUE,,
1004,JMH,3/21/2020,123,5,3,14:19,BBT,C14,Open,choc,Old,Yes,Yes,7,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
510,JMH,4/23/2019,0,#N/A,4,14:45,KSL,C15,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
380,JMH,7/4/2019,72,0,7,11:40,LAM,C15,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
155,JMH,11/19/2019,138,3,11,17:01,EAB,C15,Open,choc,Old,Yes,Yes,5,Pass,Working,No,2,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,2 mice,,,,2,,0,2,TRUE,,
1254,JMH,3/21/2020,123,4,3,,TAW,C15,Open,choc,Old,Yes,Yes,5,Fail,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,1,,0,1,TRUE,,
484,JMH,4/24/2019,0,#N/A,4,12:28,JMH,C99,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,Old,Yes,New,1,choc,Old,No,Trap is PUAI280,,,,,,,,0,0,TRUE,,
183,JMH,7/4/2019,71,1,7,12:51,ADJ,C99,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
68,JMH,11/19/2019,138,0,11,10:10,AED,C99,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1093,JMH,4/7/2020,140,2,4,10:15,KSW,C99,Open,choc,Old,Yes,Yes,3,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,1,,0,1,TRUE,,
457,JMH,4/19/2019,0,#N/A,4,14:00,JMH,Camp,Open,RC,Empty,Yes,Yes,11,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,New,No,TRAP IS SN02580,,,,,,,,0,0,TRUE,,
167,JMH,7/3/2019,75,1,7,11:39,ADJ,Camp,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
60,JMH,11/18/2019,138,8,11,13:23,JMH,Camp,Open,choc,Old,Yes,Yes,9,Pass,Working,No,2,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,"1 mouse, 1 black rat. In AED notebook",1,,,1,,1,2,TRUE,,
641,KDS,11/20/2019,2,1,11,19:00,JMH,Camp,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,Mouse killed at 7pm while cooking dinner. Counter advanced from 1 to 2 when it did so. Carcass left under trap!,,,,1,,0,1,TRUE,,
642,KDS,11/21/2019,1,1,11,8:00,JMH,Camp,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,"Carcass is gone and counter is at 3! No one heard trap fire in the night, but the counter has advanced from 2 to 3 and the mouse carcass that we left under the trap is gone. ",,,,,,0,0,TRUE,,
1284,JMH,5/8/2020,169,10,5,9:00,JMH,Camp,Open,choc,Old,Yes,Yes,13,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,14,choc,Old,No,,,DIDN'T CHANGE BAIT OUT. WE DID THAT IN LATE MAY,,,,,,0,0,TRUE,,
530,JMH,4/24/2019,0,#N/A,4,12:21,KSL,D00,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
182,JMH,7/4/2019,71,0,7,12:45,ADJ,D00,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
67,JMH,11/19/2019,138,2,11,9:57,AED,D00,Open,choc,Old,Yes,Yes,5,Pass,Working,No,2,,,Low,PUAI326,Open,Pass,New,Yes,Working,1,choc,New,No,SN29091,,2 mice,,,,2,,0,2,TRUE,,
1277,JMH,4/7/2020,140,2,4,10:16,TAW,D00,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
529,JMH,4/24/2019,0,#N/A,4,11:45,KSL,D01,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,4,choc,Old,No,,,,,,,,,0,0,TRUE,,
180,JMH,7/4/2019,71,1,7,11:56,ADJ,D01,Open,choc,Old,Yes,Yes,5,Fail,Low batt,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
66,JMH,11/19/2019,138,1,11,9:40,AED,D01,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,High,PUAI318,Open,Pass,New,Yes,Working,1,choc,New,No,NOID,,,,,,,,0,0,TRUE,,
1092,JMH,4/7/2020,140,2,4,10:05,KSW,D01,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,New,No,,,"Working but ""slow"" counter replaced",,,,,,0,0,TRUE,,
483,JMH,4/24/2019,0,#N/A,4,11:40,JMH,D02,Open,choc,Old,Yes,Yes,10,Pass,Low batt,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,Counter replaced ,,,,,,,,0,0,TRUE,,
181,JMH,7/4/2019,71,0,7,12:18,ADJ,D02,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
65,JMH,11/19/2019,138,2,11,9:31,AED,D02,Open,choc,Old,Yes,Yes,4,Pass,Working,No,2,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,2 mice,,,,2,,0,2,TRUE,,
1184,JMH,3/23/2020,125,2,3,13:18,KDS,D02,Open,choc,Old,Yes,Yes,3,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,no C02 left in canister at arrival,,,,,,0,0,TRUE,,
569,JMH,4/24/2019,0,#N/A,4,15:32,DJM,D03,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,Old,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
178,JMH,7/4/2019,71,0,7,11:26,JMH,D03,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,In ADJ notebook,,,,,,0,0,TRUE,,
6,JMH,11/19/2019,138,1,11,10:45,EAB,D03,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,Added track tunnel,,,,,,0,0,TRUE,,
1025,JMH,3/25/2020,127,0,3,12:08,BBT,D03,Open,choc,Old,Yes,Yes,2,Pass,Low batt,No,1,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,,,,,,1,0,1,TRUE,,
568,JMH,4/24/2019,0,#N/A,4,15:29,DJM,D04,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
179,JMH,7/4/2019,71,5,7,11:31,ADJ,D04,Open,choc,Old,Yes,Yes,6,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,7,choc,Old,No,,,,,,,,,0,0,TRUE,,
5,JMH,11/19/2019,138,7,11,10:26,EAB,D04,Open,choc,Old,Yes,Yes,14,Pass,Working,No,1,,,High,PUAI325,Open,Pass,New,Yes,Working,3,choc,New,No,SN20942,,"1 Black Rat. Pulled SN20942, new SN163229",1,,,,,1,1,TRUE,,
1024,JMH,3/25/2020,127,3,3,11:54,BBT,D04,Open,choc,Old,Yes,Yes,6,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
567,JMH,4/24/2019,0,#N/A,4,15:19,DJM,D05,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Yes,Open,Pass,New,Yes,New,1,choc,New,No,No info on new trap :(,,,,,,,,0,0,FALSE,,
293,JMH,7/4/2019,71,0,7,11:30,JMH,D05,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,Old,No,"SN02790, Not under Warranty, left at station. Trap not collected",,,,,,,,0,0,TRUE,,
4,JMH,11/19/2019,138,1,11,10:07,EAB,D05,Open,choc,Old,Yes,Yes,2,Fail,Low batt,No,0,,,Low,PUAI303,Open,Pass,New,Yes,New,2,choc,New,No,SN02790,,"Pulled SN02790 because leaking CO2, new SN1662272. New Counter",,,,,,0,0,TRUE,,
1106,JMH,3/25/2020,127,2,3,11:55,JMH,D05,Open,choc,Old,Yes,Yes,4,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
519,JMH,4/23/2019,0,#N/A,4,16:08,KSL,D06,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
390,JMH,7/4/2019,72,0,7,13:26,LAM,D06,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
146,JMH,11/19/2019,138,0,11,15:07,EAB,D06,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1193,JMH,3/24/2020,126,2,3,14:23,KDS,D06,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
561,JMH,4/24/2019,0,#N/A,4,13:04,DJM,D07,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
278,JMH,7/3/2019,70,0,7,14:02,JMH,D07,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,"Fur only, very old, no bones. JMH considers this not a corpse for this count period. ",,,,,,,,0,0,TRUE,,
56,JMH,11/20/2019,140,0,11,14:50,TAW,D07,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
1046,JMH,4/4/2020,136,1,4,14:39,BBT,D07,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,New,No,,,replaced counter,,,,,,0,0,TRUE,,
411,JMH,4/21/2019,0,#N/A,4,11:01,AMK,D08,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
558,JMH,4/24/2019,3,0,4,12:27,DJM,D08,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
168,JMH,7/3/2019,70,0,7,14:24,ADJ,D08,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,JMH took new waypoint for this station,,,,,,0,0,TRUE,,
52,JMH,11/20/2019,140,0,11,13:45,TAW,D08,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
1055,JMH,3/21/2020,122,2,3,16:06,KSW,D08,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
412,JMH,4/21/2019,0,#N/A,4,11:24,AMK,D09,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
559,JMH,4/24/2019,3,0,4,12:32,DJM,D09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,1,choc,Old,No,Someone already raised this trap,,,,,,,,0,0,TRUE,,
371,JMH,7/3/2019,70,0,7,14:28,LAM,D09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
53,JMH,11/20/2019,140,1,11,14:15,TAW,D09,Open,choc,Old,Yes,Yes,3,Fail,Working,No,0,,,Low,Yes,Open,Pass,New,Yes,Working,0,choc,New,No,,,Forgot to get new trap ID,,,,,,0,0,TRUE,,
